Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
7,123.3925245,160011.2377,100420.2777,6351.363181,96.43718854,4,283336399.3,3,6663515.977,23978.00133,35.93008173,1201
5,53.71145275,312133.3176,883.1088305,1963.506955,51.02657121,2,445174008.8,3,15762623.1,15332.98715,83.47838565,2110
1,709.8904963,483057.7517,291797.6709,4921.590963,62.44606849,1,42235571.3,1,5369471.802,16303.66508,89.03740147,239
5,922.7135678,349869.4796,190737.0311,1768.164634,84.64934254,1,306510649.8,1,11925359.08,39538.39867,22.93937071,1800
2,524.6410139,151485.7701,419543.4792,6635.697406,74.21709509,3,420902174.2,1,6523067.204,43739.23494,34.10134016,104
7,513.170822,194391.5816,4986.681502,2528.610602,75.64156093,1,472809618.4,3,13685661.02,48910.27269,70.61359629,163
7,954.1941918,48560.24597,232483.0116,3615.907076,55.22537306,4,377800528.5,3,7398256.216,788.1182126,43.65640159,2029
2,639.3651189,490143.1837,109020.2773,3865.406756,60.38527249,2,170554430.6,2,19201950.83,17088.20929,2.470995338,4309
5,635.6323018,402859.1565,45087.05084,4467.615787,50.70893523,1,320545682.5,1,11004469.81,33228.40699,84.05287917,812
3,158.6765718,479549.8578,270196.024,554.7350813,58.47227237,3,223646166,3,5700329.055,49941.5201,45.89515686,366
2,956.3076138,323681.2202,307037.4857,4460.583663,86.86492161,3,259899927.9,3,17953563.41,10473.15739,54.45207998,4136
5,985.1859461,343544.0151,420209.544,4602.766494,57.76046245,2,227842911.8,3,15329948.69,8686.608562,81.22255917,3120
2,512.0020428,138949.2189,155032.052,6651.642604,91.93140612,2,376476408.9,1,19123063.37,47253.46196,70.14542577,1654
7,176.5104097,462043.2,192643.3939,1742.527786,52.4188774,2,337111955.7,2,7472877.207,46593.94519,29.4419666,3146
6,979.1915091,472197.8187,213306.739,2657.567688,94.42524693,4,170608859.6,2,11509150.31,36477.82865,95.07029522,912
1,429.5931783,242200.9359,101861.0626,9771.517581,95.31604551,3,26954025.74,2,9249785.428,3080.071476,22.64907543,73
2,364.3681695,465961.5184,41932.55362,1703.941847,74.48260242,2,82813603.52,3,10693220.89,2181.899757,11.9964918,2261
2,874.798859,470757.2308,190652.1822,9215.872548,54.90867795,2,334158543.2,2,7703803.622,9747.374754,84.72417735,2540
4,160.0587271,176361.3323,187835.1471,3601.11542,89.33419403,4,53511176.17,2,15849675.74,6451.192582,79.25485303,4423
5,572.5789618,221056.395,311343.0733,2830.085509,87.62905119,1,127286987,2,5092884.991,1401.175867,22.54866266,422
6,451.2995748,456054.0555,302644.1501,8096.95907,97.75204377,3,308362667.4,2,1269507.505,31922.41809,46.57641387,2861
7,529.3157993,74934.08736,409530.7291,904.1536173,79.25796579,4,199358001.8,3,822162.5022,30660.98675,4.883785142,3314
4,307.253972,456283.3744,8438.010529,975.5102188,55.82429763,1,454790507.2,2,18084706.72,12478.31757,31.43774767,1444
6,704.2363102,156667.2843,230716.2818,6808.55559,67.65974909,3,363764979.9,2,12432509.31,3340.448285,31.12050727,4872
1,519.5289054,307068.8161,165793.8743,6628.861978,56.93532056,4,230798543.7,2,8092067.924,46068.7474,80.46106962,3480
5,262.0496142,191549.1067,107755.7921,5221.335826,66.0534312,3,182071894.5,2,10777130.85,6438.17521,87.63667223,3378
2,173.149418,467080.9085,367908.6931,9845.921686,58.36162924,3,408913216.6,2,19899709.14,31567.02379,94.69695798,4486
3,491.0065162,244183.9744,206819.3025,1791.261813,61.50211151,3,203422997.2,2,4897246.896,38243.24536,80.95891581,3965
7,722.9306482,439676.1812,213929.7645,142.0815216,75.66308506,3,307499350,1,6939189.404,4492.484646,95.32370587,3433
2,234.5249451,282339.3589,347836.5448,4556.91954,50.30018053,1,411206195.7,3,10227096.26,45793.40283,35.71640585,4242
5,327.0788766,372070.6195,82694.3737,138.0538621,65.19805002,3,107618697.5,3,7651150.713,27022.07443,93.26631138,644
6,374.812627,2966.449677,195183.4211,4541.175092,92.50317295,1,422610395.2,1,6853992.383,29029.56306,70.31296085,3208
3,29.61240641,319067.6229,241249.9692,5300.020694,51.31997013,3,366418301.1,3,236174.1672,41019.41119,13.98450791,1448
2,509.4323646,431332.3849,191785.0435,5309.812057,55.68927344,3,364848288.5,1,19147102.11,39166.5576,84.01983947,4793
5,748.4150021,381216.8533,336668.8075,5061.938981,77.62256018,1,460998736.4,2,15699285.33,18315.68739,85.29032959,509
4,95.77974514,370721.2747,223327.7462,5575.043482,79.15927855,4,135988703.4,2,5296228.464,950.3166211,23.21782734,2813
7,10.23186306,474319.3003,119138.2006,6117.728866,91.2104755,4,211783152,3,18524576.01,8074.166185,84.60353816,2785
3,401.8417105,291846.5911,23537.4666,8291.052901,79.42367274,3,229575630.6,1,17078298.59,20458.10305,64.57240009,1984
4,42.10633666,298346.7666,165709.0654,7634.97665,71.31673633,2,163689115.8,1,13724442.01,6623.678856,2.371471826,1890
6,983.8571651,81017.07443,378188.9665,3922.701291,66.03900393,3,478140593.7,3,7453702.883,33233.96456,12.18072017,1753
6,660.2962819,178940.009,290138.9423,8281.250546,75.32029235,3,291825351.7,1,12094198.84,5034.861809,99.62039954,298
4,876.2900007,277411.6076,131429.1906,6535.940196,70.87972502,3,379138508,1,19609103.39,41160.93775,24.78440603,2280
4,954.2274558,40261.06948,349919.551,4152.415639,69.740549,3,283853615.5,1,8253005.378,31234.05886,34.70805491,2382
5,675.0743231,48091.94763,220016.2269,8305.847705,65.29111647,4,390555643.2,3,18527393.73,47705.44161,46.3718527,2487
5,418.2693356,331485.0872,414582.9999,9634.219872,73.06410881,1,134664917,1,8793234.726,15397.44991,22.94069468,4879
1,312.1319591,448501.0966,343116.8088,9560.790637,57.27557055,2,391589308.4,3,3882267.674,48809.83189,12.86473116,2183
1,149.0642171,243701.6387,442657.3987,6901.040598,52.67430651,1,209695256.2,2,19875271.23,47706.83553,82.5331382,4493
3,709.5527979,189162.1221,62823.80326,8452.628085,63.11793048,2,393169928,1,5282237.212,7819.006535,25.02803362,1281
2,920.8696358,13876.94174,118821.726,8590.363454,70.54038703,3,328815630.9,3,15226124.57,47427.32981,6.716417854,491
2,577.1183065,146886.5169,27608.31809,2937.878941,76.15981231,4,204498810.8,2,6873733.551,9236.661723,48.43196696,2161
6,221.3465268,89202.44703,332790.7576,8577.886396,98.14873989,1,272875026.3,3,4320417.327,41092.07245,80.48718939,139
3,541.753625,428762.1974,421804.592,3669.750881,74.19875401,1,89254656.51,3,11052697.94,37007.50623,61.33534419,4802
1,615.7246801,456724.8959,161229.0485,1858.524664,55.26727632,4,456633557.8,3,12706012.44,12094.44107,52.73106961,2450
2,462.1916105,361082.4858,418695.7675,6028.612482,92.12447971,1,247458567.5,2,13805333.78,18599.4314,9.350959221,2897
7,939.2446801,472222.2964,333668.7636,1384.210324,58.81291133,4,157002666.6,3,9644177.604,6605.134164,47.68715102,2101
2,846.6077057,36732.90764,75858.53258,5820.236908,91.79849355,2,458335555.3,1,2743771.446,46592.74207,83.14692029,4210
6,574.3446168,348571.4711,262819.6712,5395.928064,56.43861265,1,327698479.9,3,14159218.87,40676.27224,3.092215368,4951
3,815.4842115,53641.24953,315161.949,147.3062265,53.44225871,3,396261455.2,1,8733925.436,33933.44392,96.75593662,2481
6,503.7790473,76810.28258,12917.28454,7514.387795,65.14550732,4,160938048.2,3,4025000.679,16050.22832,45.34521325,4792
6,180.401556,493810.1665,376243.3702,1161.701793,52.97309044,3,423681880.6,3,6659964.579,17683.19883,19.87991676,538
1,619.1727225,330165.0167,420038.45,2593.815612,55.20933112,2,210823317.9,3,5040127.994,38508.12934,49.43053272,4652
1,75.37468677,346874.8603,443231.6737,3657.922712,86.48620441,3,383214330.2,1,4661934.816,9363.315304,91.69581177,2434
1,513.0779938,401576.4465,84373.92462,4464.753045,59.08375756,1,268979106.9,2,12430296.97,7835.944675,27.90511146,3222
6,748.7143947,112481.4762,423106.6608,4003.499759,96.90711702,2,389262921.4,1,17051728.26,44505.93362,5.054828063,2626
3,196.9036821,254014.5406,9695.711375,3134.834484,74.89551146,1,418527815.1,2,9350130.541,1639.619946,28.68821636,2691
7,255.833867,396335.2821,314111.7018,4860.979591,54.7672112,2,353848717.2,2,6583151.294,24170.48736,3.989378673,1972
3,679.6488327,110141.9172,36957.32091,6636.953438,65.45936201,2,175610240.4,3,9420494.217,20646.30398,37.81781914,4463
2,48.6165105,253024.1866,324178.2735,7106.606476,87.34307227,3,109732667.7,3,7823558.534,2815.364819,25.14699575,3610
6,215.8397706,422957.8806,140154.1233,3087.260328,68.07459802,1,81657988.3,1,3902587.856,36664.5923,81.48978582,1261
3,388.014692,75752.92846,284119.8426,1862.336409,75.61547602,4,439119546.5,2,7593429.42,32183.35921,92.35679554,2754
3,80.68785193,175543.4514,284025.1819,4617.879326,57.43865234,2,148869887.7,3,7282264.767,33058.27182,91.11501233,4380
3,467.4283081,316851.1628,305307.5194,7954.31904,70.74703367,3,223214697.9,3,3833166.719,20155.77184,43.17066596,1572
1,876.3768737,37866.56607,404902.41,1329.10483,56.33707851,1,351675979.2,3,13638175,8689.166656,20.18915098,4566
2,279.6963101,214636.3273,299756.4324,2851.109863,52.63979357,1,472070121.1,3,19017757.8,34093.92985,7.523547985,3371
5,100.6704682,22529.96424,174965.699,2619.522858,64.55368575,3,313767989.3,3,10693913.27,32607.9824,42.60310222,4238
7,430.0933408,419974.5898,313948.5901,8992.218863,68.60951088,3,250184557.7,2,19295370.79,40652.46687,57.72048065,2801
3,929.1751514,427757.7971,230717.1914,9780.375566,80.43574666,2,283237301.3,1,2096210.282,4327.39145,34.52176417,4309
5,301.0430253,319104.3132,206686.7382,9526.994718,81.57833766,4,26174893.98,1,16849474.78,21131.78078,83.71718566,4519
1,476.2461379,330340.9461,252757.9839,4593.562993,98.13548879,2,376050076.7,2,1731917.393,45980.37822,25.03178523,2437
7,373.9370104,216175.7602,64391.14133,2874.299523,55.00856262,3,46094793,3,16602498.14,17305.47561,40.31376701,3901
2,489.4006362,453249.1704,288278.5276,8091.091333,62.40919519,4,391273857.2,2,13436347.3,28093.09142,62.73016646,2171
7,795.856465,494691.4283,6265.587443,5751.281444,97.65036227,4,271638921.6,1,4511745.981,37686.93003,29.37580177,2698
7,802.9561677,15147.37475,292381.7036,2599.048946,79.39208995,2,382537315,3,14718428.31,43049.05982,77.01946141,1338
7,555.9808724,185823.88,85032.76154,9818.432352,91.06072632,2,328639844.3,3,13786235.48,20275.88213,8.929027899,2448
3,816.7180798,190682.4067,175254.5889,4886.543084,85.99741037,3,62483353.18,2,12766617.58,42339.10369,38.25790239,911
5,232.8328112,487339.5692,381577.256,8110.323065,62.52989928,3,335975992.5,2,13965065.7,12264.78778,68.80879555,3618
5,492.4443725,469617.4451,175641.1442,9238.230523,63.40436749,2,144645411.6,1,13673108.62,7912.124744,76.73132037,1760
4,972.5625152,208541.8354,166620.8336,9407.12403,88.88554945,1,226697236.4,3,5038305.077,35443.44642,26.99487262,10
2,341.7325678,318144.7424,268176.4304,6658.472309,72.06797623,4,477934473.1,2,10255875.17,32490.47308,40.14246372,2024
7,913.1583686,68221.95537,162594.5533,4810.999926,80.3213126,4,126031775.8,1,2574657.718,15918.81241,67.98179684,3643
5,13.96032558,456300.6542,354758.9292,495.474829,90.58914133,4,49303913.58,1,6185457.537,6772.837159,14.62856564,2690
1,225.9194317,433509.3191,313539.4973,3768.284424,98.34708605,1,436601520.6,1,17946124.19,36391.63081,27.05370458,4192
1,532.1300708,13165.07773,341981.8972,6230.297269,91.72436281,4,280854277.2,3,11943181.49,45316.49222,83.27947333,4008
5,102.9513877,438872.5974,222914.5397,4673.685164,55.93338819,4,89741976.29,2,6922724.818,38477.91605,82.58715338,3828
5,743.4515406,188693.6219,256658.7971,7588.091845,76.48380776,2,352653552.8,1,12527620.58,15962.50344,14.15131768,1282
1,198.4117038,458425.1636,357921.6775,8272.177334,58.00579369,2,100949381.1,2,10631790.04,18191.61791,65.20970989,4451
4,572.2234729,342888.2037,439048.2075,311.5714625,71.87949398,3,442482296.5,2,14341228.15,36656.19097,77.42738051,4389
4,507.7721205,455275.9474,38281.79744,6592.884167,52.54805409,3,211312906.6,2,14222050.7,48056.88856,15.98052779,2880
1,910.725032,232124.5129,243082.8363,3403.295684,76.89051504,2,386906293.5,3,253088.0739,34229.58968,35.64606332,358
1,87.96504538,263980.5321,120276.8877,121.8815274,97.5144184,1,99952364.09,3,17416414.67,27165.18347,90.56712983,4716
7,308.3398828,466364.6844,67797.93488,7857.732456,98.61614307,2,74922071.59,1,16584923.05,19727.18169,95.12654783,3307
4,29.31590735,95273.68085,417232.4488,149.5973234,97.84108841,3,440020492.1,3,18267947.77,8054.11601,41.81607047,3888
7,287.5979323,119488.8544,339610.0191,8204.972742,98.37092617,1,208280661.1,2,19221804.2,41007.00967,53.72915057,3210
4,255.7011805,153494.3317,415805.0435,9808.646219,84.70296394,4,310741692.5,1,11499541.37,27978.00508,64.14681416,4015
6,429.4136537,134465.9579,214380.419,9875.279066,99.80986588,4,153109577.5,1,239957.7858,7886.299999,73.7812804,4162
2,539.4261652,454625.1816,299711.4857,3147.477364,70.96680427,1,315633938.4,3,12091696.78,5463.595427,75.35118596,3060
1,558.0781704,302165.5277,302147.9105,6872.865393,79.78614477,1,202768095.6,1,420932.7996,11230.43484,54.87266443,1514
5,73.78598762,224218.2831,253563.3163,2612.249716,86.05963029,1,57469278.4,3,3694057.489,39557.30703,92.48187582,3961
1,239.429139,312566.8452,419928.6209,9756.7124,92.75314615,3,443558628.6,2,19000605.46,49431.67406,81.93772374,2525
5,465.6378675,214989.4154,339961.9456,2753.952643,70.99515397,1,48721679.69,3,9301750.494,44697.41808,92.90906485,3534
3,551.5133354,335165.5395,23407.02118,6150.312732,80.11165113,2,227353520.6,3,18220385.21,28191.49045,43.87861329,3167
6,827.6882234,315605.2708,283793.7807,1059.091129,95.0751437,4,57269684.26,1,7502690.04,47779.43444,29.96309475,4365
6,73.80192931,494396.5184,252474.772,9962.080724,72.04588908,2,445444817.1,3,11451503.4,24857.84337,55.71548005,3431
7,904.4482392,330100.6082,20650.11501,8827.166648,84.04459197,2,63932923.08,2,18678086.17,35137.92941,13.97241939,4344
3,792.7119954,304528.3144,313347.2025,6838.840611,51.05969405,4,275923361.9,2,1942248.526,30551.02347,37.40044056,720
3,374.594708,401814.5059,243693.052,5860.188186,87.33252909,2,162177473.4,3,4093795.024,23240.59375,79.67602901,1062
7,816.8735417,166391.6425,18005.61143,5674.587284,74.21741747,4,77999559.79,3,8910762.219,42044.24613,96.43983222,2687
7,822.439494,172081.2178,38148.47995,3794.560266,66.4353084,4,342307470.1,3,13933759.41,47797.45593,52.57365101,3156
2,585.9384598,95549.86279,438850.4954,9222.30321,56.61399243,4,215586530.9,3,9061090.305,27485.79524,81.08096132,1981
6,968.6582713,51875.74206,448532.3429,7809.999383,68.55594416,3,279867669.3,1,16306002.43,18662.96032,47.45080296,3461
5,553.0862563,76917.12554,382453.0128,6825.897289,80.11211635,3,94586746.86,2,10848325.29,46179.71637,56.76139455,181
7,57.86291105,176047.0338,180359.5953,8619.037422,52.67301688,4,322174286.5,1,15983220.87,20339.82062,99.56242358,1568
6,809.2591137,279537.7514,147852.1542,8038.728611,82.74871574,3,342684065.7,3,6625325.179,11968.49655,88.56186168,873
2,633.1390564,270360.292,98401.17588,1848.785431,78.0314294,3,236769574.8,2,17807423.89,43246.63725,75.61771748,849
2,402.5805483,103797.3544,340010.953,8873.485692,82.08757031,1,416338429.3,3,191629.4394,1846.342899,87.16454004,3037
7,103.2741323,378844.2946,26600.84617,7451.483256,72.34202735,4,143404710.1,1,15489407.16,47461.19876,59.96311773,757
2,551.0525555,245095.5089,429345.6023,5716.00534,86.96287569,1,310385164.9,3,3790287.144,37014.7034,60.87162698,874
6,958.7506252,412010.1142,339712.2601,2493.142318,92.54815442,1,199191293.9,2,11847047.83,30160.11963,27.22439589,2703
1,225.1907406,198663.0083,336452.0952,8896.877532,87.2645569,4,446955743.1,1,5282518.125,22675.41128,3.776883253,4113
3,46.1411687,319722.3895,394326.4065,567.8215172,63.41937593,3,385364393.6,3,18885794.89,27147.03086,41.47336694,2806
4,433.6662483,52570.62596,179014.4247,7582.003042,93.93089257,3,419025030.1,2,9437382.696,25046.43298,74.28418428,2045
7,667.9035805,347857.0471,146794.9546,1303.70494,92.96807739,2,207230833.3,1,2059467.727,30049.39132,38.0524481,3482
3,364.9288129,484233.5352,420625.5339,2164.172645,62.94473387,2,184390471,2,17694546.52,26434.06559,20.68609686,3796
3,833.628751,83708.41177,382809.1062,616.4429899,84.79120806,1,47892638.05,1,14440469.28,22093.13584,14.41646103,726
2,917.1401553,225145.9444,257432.6266,5059.862391,97.27427509,4,262796263.2,2,10582432.54,47746.35128,20.92234438,1027
4,365.7871359,40762.03653,311185.7345,4862.446933,82.80674897,3,171441868.4,1,11526641.27,28237.07736,62.35366938,4501
4,381.9113457,129503.3318,74318.64432,5780.47182,66.4885151,4,45367543.5,2,14391926.67,5334.9506,91.2849534,4054
7,669.527307,297197.2645,207768.3483,7018.691877,50.61148467,4,62985891.02,1,15765386.58,37691.82125,15.0970975,3812
5,675.4940042,463299.8226,248483.2404,3103.601189,55.622304,3,175524453.4,2,18225877.98,1855.526411,1.706123853,1009
3,746.6043204,132416.3222,429720.9664,7965.200244,56.38002298,1,131412683.8,2,11888834.14,25269.84433,52.46192354,1836
5,87.31417772,155677.2045,191400.0953,1690.046712,71.53930055,2,435711139.2,1,8431978.771,15798.35259,34.0804458,663
7,102.3091253,458924.9273,78843.55735,1009.753784,57.68704396,3,53762937.93,1,16288242.67,3466.806717,44.30055118,582
5,130.0885823,116714.9838,334257.3919,9273.826419,99.09192156,3,385788038.2,1,2898087.385,18662.62855,34.30165876,3961
6,689.0675544,291412.3856,79028.28593,7140.639409,51.82964185,1,119497623.4,3,9263396.417,17263.76661,73.37438609,3327
2,981.2612037,459618.9156,212627.3273,6331.136267,92.62376988,2,59198648.97,1,10496898.32,13075.518,8.885722499,4548
2,806.9513579,149845.859,169405.8066,8040.285679,96.29291333,4,352566854.8,3,15186019.84,26087.0393,47.17129725,3351
2,486.7086374,28687.1031,215150.2457,2341.087569,88.35918669,1,158819115.3,1,19653273.07,46772.5079,46.95698722,1327
5,576.4086931,370063.4935,201415.2746,9599.269679,61.47790552,1,492296717.7,2,6127838.112,13922.23915,50.53392135,4946
7,432.9724046,111696.4403,271764.0127,2590.479861,57.96351445,1,182672531.6,2,3673038.14,39151.91387,25.33867062,1468
1,472.5091607,395625.9311,250175.3502,4018.816197,63.22522789,1,361242802.7,1,15042977.96,14273.99706,59.02723241,2199
6,970.6922007,58460.4036,24200.65213,8233.741673,65.73026704,2,413012990.6,3,16250891.92,46523.91282,18.71851082,3969
2,63.88842773,169806.7431,302722.106,6346.729184,90.09828808,4,161420730.2,2,10034122.4,9861.678644,91.83103609,3495
2,711.2885948,442304.7678,186494.9614,5543.600041,60.10021426,4,414130136.5,2,3229700.649,23298.58614,39.86032728,4579
6,17.77842638,452348.0482,396758.0889,8082.827296,56.73010677,1,171135670.2,1,2722103.604,13196.23173,30.96302617,1214
5,70.21738084,97298.82877,25884.01502,8831.911278,95.66196734,3,316701786.9,2,10069550.32,7356.462233,85.38671883,3984
7,557.1542164,358887.0538,284087.1439,9807.240349,99.2031397,2,81418618.31,3,9435178.404,44174.86974,80.91740458,3219
4,952.4531901,307830.6202,48877.91679,7540.526925,70.90106554,3,379953647.3,1,2914594.807,27098.66221,25.72863096,4974
7,6.395928101,483172.3248,202209.5217,7951.05251,96.53221735,1,109549779.1,3,8262296.663,29783.79905,44.76580494,60
4,790.1329907,361754.2463,175142.9243,1895.974789,98.06043958,3,402114467,1,19287517.26,36734.4813,81.29307284,933
2,102.7597205,281668.8103,196025.7808,3510.989816,99.02079014,4,299691987,2,3072509.321,8462.144534,78.69852385,2039
7,86.77371078,345911.0501,160267.5562,8132.82243,83.26813838,2,222848889.3,3,6573032.359,36744.80362,38.4276827,1562
1,693.1675656,439885.3212,303091.8629,704.4857879,92.27479937,2,341219995.6,2,1720158.265,44922.91729,40.10368407,4437
5,630.1676927,120732.3952,244531.0227,3246.9809,95.98274416,4,29890622.05,3,19305204.63,20758.85892,78.32479926,3283
5,978.2487664,73605.22383,334339.3971,9731.956908,52.42201106,2,304247183.8,1,19605540.45,38441.44795,20.63304044,3995
7,33.32805025,310013.9077,136439.1941,9003.043488,83.64485062,1,294633297.7,2,13483386.16,39198.74765,87.03906856,2602
5,853.2746794,70446.32891,264884.5624,4755.991915,59.98147181,4,204403717.2,3,19284887.47,14598.00583,71.51323408,4719
3,524.8220998,426294.6071,127243.4326,208.5634019,86.34769546,4,221800890.4,1,4173852.524,31361.04002,16.60500066,195
1,553.6260742,224866.1205,115593.6513,1642.453023,73.74085216,4,267320527.3,3,15087899.71,16128.25205,80.4920305,1133
2,219.9960653,59114.46347,174301.4099,3860.440706,72.71938326,1,455228717.7,1,1179779.875,22714.99785,89.1792436,725
2,763.6996494,106755.722,206053.0959,6769.431323,75.89587746,4,89118393.02,1,420991.4719,46071.50679,9.166900356,4193
5,342.0280971,497255.4862,93686.97249,8678.702289,98.34042069,3,495813512,1,6635097.708,29235.83285,25.55751954,2310
6,561.1362194,233164.8655,308457.518,6951.664112,96.92690726,4,455254006.1,2,2718396.814,21268.93177,67.86582734,3560
4,830.6626116,7986.215576,30430.38773,9989.60838,68.96670806,1,297172808.5,3,5379902.674,48126.89578,6.146843796,926
4,424.9809007,400905.6199,244697.2673,124.4539369,96.74401748,2,319789012.9,2,9781095.502,37119.73447,89.55326705,1292
1,66.45280707,169873.4667,7004.129709,7276.586684,99.3802332,4,192271516.9,1,10347074.18,35724.76035,29.58684644,2920
6,384.2142836,488824.5464,416607.3371,2133.709459,97.75427895,4,121285393,1,16945961.2,29705.04849,71.16984083,4216
5,8.643622772,102950.5913,299874.9703,2163.538731,95.73549166,1,80945027.11,2,4050634.982,41084.48378,48.1529066,1393
5,616.6605388,354984.4877,77717.77353,938.4796973,69.7007045,3,375556848.2,2,3498956.816,26379.52773,29.55596277,4573
1,392.7172584,349597.4893,115861.7876,3233.461029,63.92178295,1,365209603,1,18713764.24,9868.862055,21.34761122,4854
3,150.6994345,191767.9406,10199.10189,415.8575153,51.1472691,3,458068779.2,3,19315223.89,5227.803396,35.38185912,3415
1,594.7982402,48109.03377,42142.08643,9856.550327,98.29479172,3,368812242.6,2,13026525.51,20675.11058,91.92722368,1339
7,665.7011208,363899.1419,161253.2512,3760.013374,77.91233303,2,462210407.7,3,15338735.94,2421.511415,10.49288047,2184
1,586.3481208,122296.1798,257846.6696,8731.686247,92.0013012,3,432393283.1,1,13063054.31,49769.01523,15.63234557,3939
4,851.0466317,267501.6535,437442.4057,8719.78391,58.97424138,1,335512681.9,2,8158498.781,45404.58647,5.025613333,2505
1,463.9323071,251867.1886,120610.4589,6297.907866,78.58164543,1,108154509.5,1,18032051.95,47393.22732,11.3662929,3319
2,284.7765682,256824.8259,153875.6625,8487.222512,50.35526981,3,176698745.2,3,11052028.86,12495.91007,49.54520813,2688
2,22.27871018,355826.5189,404943.3632,5053.99549,89.44713203,3,419220487.5,3,15149930.35,44630.1511,80.71584771,1298
6,504.3335252,145445.1296,170191.2969,6874.276259,60.92551368,4,47693046.75,2,2860040.332,36587.80242,38.72006379,3113
7,760.9334739,8951.057765,296008.7555,8003.506698,86.34386602,1,414508477.5,3,11948171.72,17229.95551,71.88850206,979
3,980.9231596,404993.4789,94511.11298,1952.989914,80.99483363,4,19916144.31,3,6652286.515,17284.12065,16.33094034,1475
6,155.4755288,204558.2683,406697.9332,5760.177435,82.38524375,2,87602783.99,3,12978541.91,2390.300594,58.54492909,4965
3,710.5585342,468436.9847,361995.0056,3985.405482,67.89694909,3,196824215.9,1,3688077.496,6050.425524,32.33972165,1898
6,830.9507546,291963.4314,35670.76901,9535.534172,78.6042141,3,377980020.3,3,5283952.319,25694.36843,53.73492812,2253
4,764.9696348,272042.4432,122522.2442,6459.780771,50.57719942,1,262724070.4,3,13129820.68,40465.22741,41.97348815,3565
3,83.32114963,496356.9014,156194.3854,8872.79217,91.48533793,2,406343783.5,1,7458235.836,47535.78225,5.460412183,4129
6,14.04609125,234742.2418,59613.26016,8840.164486,70.09250856,1,276742223.5,3,2002888.382,3890.240406,38.81839799,4628
5,349.4337439,478744.7465,289713.4069,6895.194701,76.43097881,3,280384507.2,1,13872549.16,45296.15176,29.03749151,4054
3,375.4494895,352049.831,407461.9188,2173.142904,63.26266529,4,107207270,1,15689272.49,6097.691423,22.65023368,2220
5,975.4100053,319167.6654,92054.48281,5065.1269,61.70679444,3,183290072.8,1,18712006.18,11825.05367,12.04903859,2242
1,672.3980537,419811.5632,397452.3398,1587.159494,83.65725108,2,124938401.1,3,2311971.23,41960.8924,98.34620624,1069
7,918.600751,274935.8113,99971.55806,4798.956684,65.77889213,4,401149649.8,3,9763853.958,13142.60766,45.70230271,389
6,8.236271987,400346.8105,446735.3179,6934.054462,81.88206098,2,182121405.3,2,6707647.058,26395.67749,2.051102083,2734
6,817.7456545,78917.08034,399408.846,8526.93591,60.8448569,2,426329339,1,18266087.09,37423.60263,19.27114594,3652
4,71.94403283,29617.56605,305674.763,4842.503509,70.52829426,4,324517418,1,19472707.36,17726.768,21.50769094,3815
2,102.9438301,442996.7743,415456.3282,9922.300358,50.51717306,3,145951486.1,1,4461821.115,46599.43136,68.34978602,2851
5,953.4011191,19263.10199,3008.428418,6164.139977,92.5859678,2,479316413.1,3,17962660.91,47823.86728,70.63612411,1157
1,74.02713979,373019.0246,6683.966771,245.1593668,54.66241897,4,283526150,3,10321994.81,1169.308208,77.1672494,1926
3,826.50763,486428.9018,108815.184,5667.408101,92.24781088,1,430110308.1,3,3993899.615,7346.979267,75.80428035,373
4,386.3926812,498561.5429,8466.595149,8006.599774,59.1234103,4,496361825.9,3,18476427.53,35424.05166,32.52515324,2338
2,94.68820483,206417.8865,74307.18593,3148.639184,98.63132902,2,99223922.7,3,14695967.2,4116.314753,29.59743978,1913
1,189.3012826,117156.4251,289886.5523,3168.148183,61.56521292,2,276916263,3,3664236.484,27059.67176,34.29129233,2743
7,917.1065326,127420.7267,250231.0748,3166.26019,82.78274377,3,170906138.9,2,8026234.25,7610.011316,5.19649719,3198
1,618.8989442,63691.24755,92566.08513,6051.143101,84.16634592,2,36371643.28,1,17916778.51,4846.264022,26.61874592,4464
2,187.801476,416376.9086,106444.8117,6022.38753,82.49601438,1,204385278.3,1,7073035.894,8411.051996,60.95320902,4986
2,485.0065446,201084.6278,269871.8549,9246.527535,87.14403901,1,397438508.2,2,5816792.817,42883.1421,81.8417412,4441
1,103.0337535,294124.394,57231.17378,1853.362734,65.54007667,1,310675563.9,2,7742302.533,558.764391,92.81756177,2393
4,283.2051561,30917.52829,289335.0552,2609.905063,98.74230966,4,40190871.14,2,9869313.758,4127.421486,57.39116068,4991
4,123.8866498,386907.341,146286.3126,2964.824615,76.84297121,1,490381375.9,3,5637044.42,1273.862945,21.35753105,4869
1,758.7052075,60633.25061,13486.39028,2696.862632,60.94511764,2,336679968.6,2,6416687.307,32065.90454,23.4453787,1117
4,425.6769808,358595.4111,296865.2984,3165.387759,89.68422067,3,46681173.33,2,17116493.02,22850.93807,96.0074188,301
2,308.9414119,51038.28908,33554.18918,4622.532888,62.11401415,4,137201621.4,3,2157392.764,11246.14699,15.77173136,3583
